Job Family,Employee Identifier,Salaries,Overtime,Total Compensation,Total Benefits,Percentage Benefits
Street Transit,16606,13538.29,695.99,22878.35,8333.29,0.3642434878389395
Street Transit,13626,23558.489999999998,1278.1,39754.15,14480.185,0.3642433557251255
Street Transit,9735,13032.775,1787.78,24370.454999999998,8876.66,0.3642385831532485
Street Transit,41695,26110.43333333333,2013.0200000000002,45040.170000000006,16404.756666666668,0.36422501661664836
Street Transit,36968,36672.54,2316.42,64286.13,23414.14,0.3642176002817404
Street Transit,19174,26242.67,1915.19,44904.54,16350.95,0.3641268789302819
Street Transit,15006,13431.63,708.46,22642.23,8242.6,0.3640365812024699
Street Transit,41101,13350.7,755.32,22517.89,8195.92,0.36397371156889036
Street Transit,31531,37228.43,2044.756666666667,63729.90333333334,23195.013333333336,0.3639580812168186
Street Transit,33565,25513.77,1455.3899999999999,43737.925,15918.46,0.3639509647519858
Street Transit,26156,18329.875,1422.1,31513.260000000002,11469.215,0.36394885835359464
"Clerical, Secretarial & Steno",14926,6191.5,356.565,10294.320000000002,3746.255,0.36391476076127416
Street Transit,41018,10431.93,1878.99,19855.86,7225.47,0.36389609918683957
Street Transit,31234,4390.15,1059.31,8585.62,3124.05,0.36387005248310544
Med Therapy & Auxiliary,52461,12027.805,723.455,21456.03,7806.320000000001,0.3638287232074154
Street Transit,31884,41865.494999999995,2644.72,71946.26999999999,26175.105,0.36381462166141487
Street Transit,49572,15226.295,927.915,26326.559999999998,9576.42,0.36375508231990816
Street Transit,22043,33392.65333333333,1940.956666666667,57649.43,20968.766666666666,0.36372895042789954
Street Transit,32210,25015.055,1471.305,42887.350000000006,15599.324999999999,0.3637278824641764
Street Transit,24753,11496.926666666666,1327.7066666666667,20784.43333333333,7558.84,0.3636779448722041
Street Transit,37132,29461.83,1960.63,51260.79,18638.65,0.3636044235759925
Revenue,28220,11006.01,690.0,18378.31,6682.3,0.36359708808916597
Street Transit,3147,20299.37,2724.94,37669.47,13694.95,0.363555685811348
Street Transit,45117,39855.82666666667,2213.9666666666667,68245.15999999999,24804.17333333333,0.36345688592910225
Street Transit,15687,33167.76,2887.8,57707.95,20971.25,0.3634031359630692
Street Transit,9639,33694.37,2229.51,57830.63,21012.48,0.36334516846868176
Street Transit,25083,33632.49,2761.69,58357.33,21198.94,0.36326096481795855
Street Transit,17074,22635.873333333333,1589.53,38953.943333333336,14149.236666666666,0.36322989294280256
Street Transit,14250,4087.39,1002.55,8012.35,2910.3,0.3632267686758566
Street Transit,35693,32821.59,2410.58,56442.26,20501.32,0.3632264193531584
Street Transit,25490,27084.28,1827.3,46678.39,16954.82,0.36322632378708863
Street Transit,47174,25790.813333333335,2213.0,45762.69,16621.486666666668,0.36321043773140665
Street Transit,15158,21790.913333333334,2381.7666666666664,39399.096666666665,14309.913333333332,0.3632040971497739
Street Transit,42520,7493.16,1427.545,14441.695,5244.74,0.3631665119641427
Street Transit,67,35375.44,2700.47,60712.7,22048.0,0.3631530141140157
Street Transit,43928,32991.81,2766.76,57296.26,20806.34,0.3631360930015327
Street Transit,24284,38007.83,3112.59,66287.32,24069.68,0.3631113763537279
Public Service Aide,27133,21029.973333333335,7489.196666666667,45229.01,16422.173333333332,0.36308938297197596
Street Transit,9704,25765.23,1318.17,44729.665,16236.685,0.36299589992458026
Street Transit,4213,26170.37,2164.685,45944.604999999996,16676.440000000002,0.36296840510436434
Street Transit,36457,22225.17,1405.88,38140.27,13843.19,0.3629546932939909
Street Transit,41267,30638.64,2036.54,52433.655,19029.39,0.3629232026643956
Street Transit,20924,9796.009999999998,1822.485,18732.66,6798.035,0.36289747425085384
Street Transit,34978,35023.806666666664,2155.67,60122.736666666664,21817.326666666664,0.3628798001599062
Street Transit,37453,36050.61,2883.88,63513.34,23044.66,0.3628318082468974
Correction & Detention,41371,36389.7175,2096.0225,61298.512500000004,22240.8475,0.36282850256766014
Street Transit,8961,13405.07,842.48,22520.72,8170.59,0.36280323186825286
Street Transit,8294,35240.77333333334,2179.1466666666665,60660.87666666667,22004.64,0.3627484667080589
Street Transit,41175,5789.156666666666,901.8233333333334,10806.566666666666,3920.0266666666666,0.3627448742585527
Street Transit,24519,14403.896666666666,1399.36,26759.72333333334,9706.813333333334,0.3627396745631525
Street Transit,41056,33454.74,2143.16,57454.66666666668,20840.870000000003,0.3627358961268014
Street Transit,34180,25114.65,2165.5,44746.435,16230.62,0.3627243153560725
Street Transit,39071,15966.123333333331,1988.0333333333335,28735.48,10420.936666666666,0.3626505165971359
Street Transit,46791,38655.09,3923.8,67713.99,24556.47,0.3626498748633776
Public Service Aide,48032,25340.079999999998,1362.0,42015.512,15233.592,0.36257066199740706
Street Transit,45929,6642.47,1190.71,12774.55,4631.57,0.36256228203733204
Street Transit,1300,13530.19,753.32,22925.23,8311.8,0.3625612480223753
Street Transit,5289,29640.030000000002,2021.175,50726.310000000005,18390.48,0.3625432246106606
Public Service Aide,41998,28811.565000000002,9575.025,60958.445,22097.705,0.36250440771578085
Street Transit,19125,19137.059999999998,2025.1799999999998,34686.835,12572.27,0.36245076842554247
Street Transit,18002,33470.386666666665,2478.2566666666667,57327.456666666665,20777.463333333333,0.3624347658425686
Street Transit,12303,25990.715,1358.335,45127.88,16355.650000000001,0.3624289463630909
Public Service Aide,9351,16093.2,4352.2375,32547.735,11794.5,0.36237544640203073
Street Transit,51544,32797.9,2664.4,57104.24333333334,20690.98,0.36233699620571097
Street Transit,14827,33656.6,2095.043333333333,58044.49,21030.52,0.36231725009557325
Street Transit,2838,39155.62666666666,2847.4466666666667,66664.79333333333,24153.236666666664,0.36230873087533755
Street Transit,51498,22386.02,1468.12,38600.64,13981.11,0.36219891690914974
Street Transit,33802,5298.375,898.375,10088.26,3653.39,0.36214272828019894
Correction & Detention,45795,42052.6475,2375.04,71505.5725,25891.7025,0.36209349278337716
Street Transit,49297,10852.726666666667,1642.4333333333334,20905.283333333333,7569.423333333332,0.3620818341774846
Public Service Aide,11914,36202.8425,6320.429999999999,67397.2,24400.887499999997,0.36204601229724676
Street Transit,5204,21498.32,2102.93,37650.939999999995,13630.89,0.3620331922655849
Street Transit,16311,25356.86,1646.42,43743.835,15836.595000000001,0.3620303295310071
Street Transit,54751,38671.380000000005,4127.719999999999,68626.835,24842.980000000003,0.36200095778859687
Street Transit,54283,35226.293333333335,2507.57,60754.056666666664,21991.25333333333,0.36197176846956225
Street Transit,15637,34601.12,3202.38,60443.75,21877.15,0.36194230172681213
Correction & Detention,34723,32772.424999999996,1783.44,54744.375,19813.51,0.36192777796805603
Street Transit,4200,37163.776666666665,3163.6333333333337,64018.206666666665,23169.736666666664,0.3619241755288157
Street Transit,39165,17936.4,1319.57,31059.85,11241.22,0.36192125847355994
Street Transit,24389,27200.915,1492.53,47184.01,17076.125,0.3619049122785452
Revenue,18136,12662.0,724.5,20978.59,7592.09,0.36189705790522625
Street Transit,36571,33040.44333333333,3278.726666666667,57724.90666666667,20890.203333333335,0.3618923708957058
Street Transit,48706,29392.64,2098.68,50916.5,18420.84,0.36178527589288345
Street Transit,2522,37775.96,3343.415,65788.595,23800.73,0.36177592787929275
Street Transit,21830,29014.493333333336,2379.4766666666665,50181.533333333326,18153.623333333333,0.36175904017812666
Nursing,28530,989.1,667.65,2647.37,957.65,0.3617363647695638
Street Transit,41058,6691.575,1398.355,13028.43,4712.825000000001,0.36173391575193636
Street Transit,4973,33528.956666666665,2392.82,57331.079999999994,20735.606666666667,0.36168177307433713
Semi-Skilled & General Labor,14986,38078.97,1939.485,63748.130000000005,23049.67,0.3615740571527353
Street Transit,39674,34888.76,3200.77,61472.09,22226.59,0.36157205652191104
Street Transit,23523,27061.46,2290.71,47086.51,17021.76,0.3614997161607432
Street Transit,1424,22113.34,1539.06,38240.8,13823.0,0.36147256333549505
Street Transit,21741,37780.21666666667,3004.0399999999995,64787.659999999996,23418.75,0.36146929832008134
Street Transit,19481,23923.905,3175.59,43195.094999999994,15613.134999999998,0.3614562023766819
Street Transit,23138,44908.83,3132.1949999999997,78034.47,28205.285,0.3614464864053027
Street Transit,48938,30755.12,1936.295,53289.315,19260.385000000002,0.3614305231733604
Street Transit,15014,37293.159999999996,2586.255,64388.69499999999,23269.75,0.3613949622678329
Street Transit,15547,32006.975,2919.8950000000004,56370.42,20365.575,0.36128123579707233
Street Transit,33730,21003.99666666667,2263.67,36909.693333333336,13333.860000000002,0.36125632038124045
Public Service Aide,36357,21994.72666666667,7528.013333333333,46894.75,16940.243333333332,0.36123965546960657
Street Transit,18483,26776.09,2855.5399999999995,48267.21666666667,17434.496666666666,0.3612078315405936
Street Transit,52096,13537.88,923.47,23060.79,8329.02,0.3611766986300122
Street Transit,3834,34892.84,2199.6133333333332,59800.23,21597.63,0.36116299218247155
Street Transit,42567,33287.34,2582.6,57696.22,20834.42,0.3611054589018136
Street Transit,26835,22578.42,3243.58,41885.26,15124.8,0.36110077865100987
"Clerical, Secretarial & Steno",24362,29871.085,1915.75,49752.079999999994,17965.245,0.36109535520926966
Street Transit,14639,25306.265,1996.06,43788.104999999996,15811.615,0.3610938404390873
Street Transit,11246,28597.059999999998,2416.603333333333,49249.31333333333,17782.33,0.3610675722450006
Street Transit,30089,35089.18666666667,2835.9666666666667,60199.77333333334,21734.583333333332,0.3610409496558458
Street Transit,20682,35033.875,2130.145,60832.405,21961.725,0.3610201668009016
Street Transit,20467,38673.700000000004,2753.023333333333,65964.31666666667,23814.093333333334,0.36101478097122713
Correction & Detention,12607,18292.84,2444.7033333333334,35253.549999999996,12725.546666666667,0.36097206286080885
Street Transit,36295,39265.805,2769.3500000000004,67861.31999999999,24495.92,0.3609702846923697
Street Transit,28579,27357.81,1823.53,46975.42,16956.69,0.3609694176230888
Street Transit,25987,39029.67,4096.165,68612.455,24766.824999999997,0.3609668973366424
Street Transit,11967,36719.83666666667,3114.64,63246.39333333333,22828.706666666665,0.3609487508062383
Street Transit,1298,25396.32666666667,2669.6066666666666,45188.746666666666,16309.913333333336,0.3609286500827935
Street Transit,45768,22290.37,1799.08,38390.64,13855.15,0.3608991670886445
Street Transit,23205,32592.986666666664,2508.8933333333334,57487.42999999999,20746.47333333333,0.36088712494772046
Street Transit,12302,40533.775,3338.37,69855.565,25209.02,0.36087346799070336
Street Transit,45223,33497.47,3348.43,58540.38,21119.95,0.3607757585447857
Street Transit,13262,22366.92,1661.27,38760.35,13982.82,0.36075061241707057
Street Transit,14395,39713.979999999996,3254.465,69382.76000000001,25027.245000000003,0.36071273324958536
Street Transit,18930,36763.85,2286.9,64332.08666666667,23201.243333333336,0.3606480768072915
Street Transit,50157,10786.73,1693.845,20175.495,7276.095,0.3606402222101614
